Отметка времени,Ви працюєте зараз в ІТ?,Де ви мешкаєте?,Де ви працюєте?,Ваша стать,Ваш вік,Яка у вас освіта?,Вкажіть заклад вищої освіти,Знання англійської мови,Оберіть вашу посаду,Ваш тайтл,Вкажіть вашу спеціалізацію,Основна мова програмування,Інші мови програмування,"Фреймворки, бібліотеки та платформи","Платформи, для яких розробляєте на поточному місці роботи?",Ваш тайтл_1,Вкажіть вашу спеціалізацію_2,Яку мову програмування використовуєте у роботі?,Оберіть вашу посаду_3,Ваш тайтл_4,Ваша посада,Ваш тайтл_5,Оберіть вашу посаду_6,Ваш тайтл_7,Ваша посада_8,Ваш тайтл_9,Ваша посада_10,Ваш тайтл_11,Ваша посада_12,Ваш тайтл_13,Ваша посада_14,Ваш тайтл_15,Ваша посада_16,В якій сфері працюєте?,Тип компанії,Кількість спеціалістів у вашій компанії (в Україні),Загальний стаж роботи за спеціальністю,Стаж на поточному місці роботи,У скількох компаніях встигли попрацювати за час ІТ-кар'єри?,"Зарплата у $$$ за місяць, лише ставка після сплати податків",Наскільки змінилась ваша зарплата за останні 12 місяців?,Чи отримуєте ви грошові бонуси до зарплати?,Вкажіть суму цього бонуса у $$$ після податків
01/01/2021 22:37,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,27,Вища,,Elementary,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Front-end,JavaScript,TypeScript,"Angular/Angular.js, React.js",Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 200,1 рік,1 рік,1,700,300,Отримую бонус щокварталу,100
02/01/2021 21:51,"Так, працюю full-time",Київ,В офісі,Чоловік,19,Ще студент,КНУ ім. Шевченка,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,C++,Не використовую,Qt,"Web, Desktop",,,,,,,,,,,,,,,,,,,"Fintech, Logistics",Продуктова,до 50,Пів року,Пів року,1,700,200,Отримую бонус щомісяця,300
30/12/2020 13:25,"Так, працюю full-time",Київ,В офісі,Чоловік,24,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",,Front-end,JavaScript,Не використовую,"React.js, React Native, Vue.js","Web, Mobile cross-platform",,,,,,,,,,,,,,,,,,,"E-commerce, Mobile, Інша",Аутсорсингова,до 10 спеціалістів,1 рік,3 місяці,2,700,200,"Ні, не отримую",
07/12/2020 18:10,"Так, працюю full-time",Не Україна,Віддалено,Чоловік,27,Вища,Інший виш,Upper-Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Senior,Manual QA,Не використовую,,,,,,,,,,,,,,,,Інша,Аутсорсингова,понад 1000,5 років,1 рік,03-Apr,2100,0,"Отримую бонус за гарні показники роботи, але нерегулярно",
15/12/2020 19:28,"Так, працюю full-time",Вінниця,В офісі,Жінка,36,Вища,ОНАЗ ім. Попова,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Mobile,Swift,Не використовую,,Mobile iOS,,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 1000,Пів року,Пів року,1,695,300,"Ні, не отримую",
01/01/2021 22:27,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,22,Вища,ДУТ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,Інше,"JavaScript, SQL",jQuery,Web,,,,,,,,,,,,,,,,,,,"E-commerce, Fintech",Продуктова,до 1000,1 рік,1 рік,1,685,70,Отримую бонус щороку,350
01/01/2021 15:45,"Так, працюю full-time",Львів,Віддалено,Чоловік,24,Вища,ЛНУ ім. Франка,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,PHP,"JavaScript, Perl, Python","jQuery, Laravel, WordPress",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутстафінгова,до 1000,2 роки,3 місяці,03-Apr,680,200,"Ні, не отримую",0
18/12/2020 17:35,"Так, працюю full-time",Дніпро,В офісі,Чоловік,22,Вища,Інший виш,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Front-end,JavaScript,TypeScript,React.js,Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 50,1 рік,1 рік,1,680,200,"Ні, не отримую",
07/12/2020 21:13,"Так, працюю full-time",Херсон,"Частково віддалено, частково в офісі",Чоловік,26,Дві вищих,Інший виш,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Senior,Automation QA,JavaScript,,,,,,,,,,,,,,,,"Geospatial, Mobile, Telecom",Аутсорсингова,понад 1000,2 роки,2 роки,1,2100,800,Отримую бонус щокварталу,200
02/01/2021 22:23,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Жінка,26,Вища,,Upper-Intermediate,HR,,,,,,,,,,,,,,Recruiter,Junior,,,,,,,,,,Security,Інша,до 10 спеціалістів,2 роки,2 роки,1,500,250,"Отримую бонус за гарні показники роботи, але нерегулярно",250
30/12/2020 00:08,"Так, працюю full-time",Харків,В офісі,Чоловік,31,Вища,ХНЕУ,Intermediate,ERP/CRM,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,Стартап,до 10 спеціалістів,4 роки,2 роки,2,1500,400,"Отримую бонус за гарні показники роботи, але нерегулярно",120
07/12/2020 10:41,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,22,Вища,Інший виш,Intermediate,Designer,,,,,,,,,,UI/UX Designer,Middle,,,,,,,,,,,,,,Інша,Аутсорсингова,понад 1000,3 роки,Пів року,03-Apr,560,100,Отримую бонус щороку,
08/12/2020 09:48,"Так, працюю full-time",Дніпро,В офісі,Жінка,33,Вища,Інший виш,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Senior,General QA,C#,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 200,10 і більше років,5 років,05-Jul,2100,0,"Ні, не отримую",
07/12/2020 11:15,"Так, працюю full-time",Харків,В офісі,Чоловік,27,Вища,ХАІ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,JavaScript,TypeScript,"Node.js, React.js, NestJs",Web,,,,,,,,,,,,,,,,,,,"Insurance, Medtech",Аутсорсингова,до 50,1 рік,1 рік,1,675,325,"Ні, не отримую",
14/12/2020 13:13,"Так, працюю full-time",Харків,В офісі,Чоловік,46,Вища,ХНУ ім. Каразіна,Upper-Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Senior,General QA,JavaScript,,,,,,,,,,,,,,,,Telecom,Аутсорсингова,до 200,10 і більше років,Менше як 3 місяці,05-Jul,2100,2100,"Ні, не отримую",
07/12/2020 11:17,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Жінка,22,Вища,КНУ ім. Шевченка,Intermediate,Security Specialist,,,,,,,,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 200,2 роки,2 роки,1,880,180,Отримую бонус щокварталу,1000
07/12/2020 11:59,"Так, працюю full-time",Київ,Віддалено,Чоловік,32,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Front-end,JavaScript,TypeScript,Angular/Angular.js,Web,,,,,,,,,,,,,,,,,,,Logistics,Аутсорсингова,понад 1000,1 рік,1 рік,1,673,425,"Ні, не отримую",
07/12/2020 14:01,"Так, працюю full-time",Житомир,В офісі,Чоловік,34,Вища,ЖДТУ,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,PHP,JavaScript,"jQuery, Yii2",Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 10 спеціалістів,2 роки,2 роки,1,670,30,"Ні, не отримую",
28/12/2020 13:17,"Так, працюю full-time",Київ,Віддалено,Чоловік,24,Вища,КНУТД,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Front-end,JavaScript,C#/.NET,".NET Core, ASP.NET, React.js",Web,,,,,,,,,,,,,,,,,,,Fintech,Інша,до 200,2 роки,2 роки,1,670,100,Отримую бонус щороку,700
21/12/2020 23:14,"Так, працюю full-time",Львів,Віддалено,Чоловік,33,Кандидат наук,ЛНУ ім. Франка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Python,JavaScript,"Django, jQuery",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Fintech, Logistics",Аутсорсингова,до 200,1 рік,1 рік,1,670,140,"Ні, не отримую",
29/12/2020 15:19,"Так, працюю full-time",Київ,В офісі,Чоловік,20,Ще студент,НАУ,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Intern/Trainee,Front-end,Інше,JavaScript,jQuery,"Web, Desktop, Mobile cross-platform",,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 50,Пів року,Менше як 3 місяці,1,670,не змінилась ,"Ні, не отримую",
29/12/2020 08:59,"Так, працюю full-time",Харків,В офісі,Чоловік,22,Ще студент,Інший виш,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Mobile,Java,Kotlin,"Room, RxJava",Mobile Android,,,,,,,,,,,,,,,,,,,"GameDev, Internet of Things, Mobile",Продуктова,до 200,1 рік,3 місяці,2,666,366,"Отримую бонус за гарні показники роботи, але нерегулярно",150
26/12/2020 02:30,"Так, працюю full-time",Харків,В офісі,Чоловік,24,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Java,Groovy,"Hibernate, Spring",Web,,,,,,,,,,,,,,,,,,,Insurance,Аутсорсингова,понад 1000,1 рік,1 рік,1,665,380,"Ні, не отримую",
07/12/2020 16:59,"Так, працюю full-time",Вінниця,В офісі,Чоловік,23,Вища,ДонНУ ім. Василя Стуса,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,JavaScript,JavaScript,"Express, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,"Media, Mobile",Аутсорсингова,до 50,2 роки,Пів року,03-Apr,650,400,Отримую бонус щомісяця,100
03/01/2021 15:15,"Так, працюю full-time",Інше,"Частково віддалено, частково в офісі",Чоловік,32,Вища,ЖДТУ,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,PHP,"JavaScript, PHP","Joomla, jQuery, WordPress","Web, Desktop",,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 10 спеціалістів,5 років,5 років,1,650,150,Отримую бонус щомісяця,150
07/12/2020 10:14,"Так, працюю full-time",Одеса,"Частково віддалено, частково в офісі",Чоловік,32,Вища,ОНУ ім. Мечникова,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,PHP,SQL,"Laravel, Symfony",Web,,,,,,,,,,,,,,,,,,,Telecom,Продуктова,до 200,3 роки,3 місяці,1,650,200,"Ні, не отримую",
07/12/2020 11:02,"Так, працюю full-time",Київ,Віддалено,Чоловік,21,Вища,НАУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,JavaScript,Не використовую,Node.js,Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 1000,2 роки,2 роки,1,650,0,"Ні, не отримую",0
30/12/2020 00:51,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,36,Вища,НТУУ «КПІ»,Upper-Intermediate,"DevOps, SysAdmin",,,,,,,,,,,,,,,,,,,,,,DevOps Engineer,Team Lead,,"Cloud Computing, Embedded, Security",Аутсорсингова,понад 1000,10 і більше років,8 років,2,5130,400,"Ні, не отримую",
07/12/2020 10:56,"Так, працюю full-time",Харків,В офісі,Чоловік,32,Вища,Інший виш,Upper-Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Team Lead,General QA,Не використовую,,,,,,,,,,,,,,,,Medtech,Аутстафінгова,до 10 спеціалістів,8 років,2 роки,2,2700,260,"Ні, не отримую",
07/12/2020 11:08,"Так, працюю full-time",Івано-Франківськ,В офісі,Чоловік,25,Вища,НУ «Львівська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Front-end,JavaScript,"PHP, TypeScript","jQuery, Node.js, WordPress",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Fintech",Аутсорсингова,до 10 спеціалістів,3 роки,2 роки,2,650,100,"Отримую бонус за гарні показники роботи, але нерегулярно",150
23/12/2020 11:22,"Так, працюю full-time",Чернігів,Віддалено,Жінка,26,Вища,Інший виш,Advanced,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",,,,,,,,,,,,,,,,Product Owner,Junior,,,,,,,,Інша,Стартап,до 50,Пів року,Пів року,2,824,243,"Ні, не отримую",
08/12/2020 15:33,"Так, працюю full-time",Харків,"Частково віддалено, частково в офісі",Чоловік,28,Вища,ДонНТУ,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Mobile,Kotlin,Java,,Mobile Android,,,,,,,,,,,,,,,,,,,"Automotive, Medtech, Mobile",Продуктова,до 50,3 місяці,3 місяці,1,650,0,"Ні, не отримую",
07/12/2020 11:09,"Так, працюю full-time",Київ,Віддалено,Жінка,27,Вища,Інший виш,Advanced,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",,,,,,,,,,,,,,,,Project Manager,Middle,,,,,,,,Fintech,Аутсорсингова,до 200,2 роки,Менше як 3 місяці,2,800,-300,"Ні, не отримую",
09/12/2020 09:55,"Ні, тимчасово не працюю",Одеса,Віддалено,Чоловік,25,Вища,ОНПУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Front-end,JavaScript,Не використовую,"Joomla, jQuery",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 50,3 роки,1 рік,03-Apr,650,-50,"Ні, не отримую",
29/12/2020 15:25,"Так, працюю full-time",Київ,Віддалено,Жінка,18,Ще студент,КНУ ім. Шевченка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Java,SQL,"Hibernate, Spring",Web,,,,,,,,,,,,,,,,,,,Інша,Стартап,до 50,3 місяці,3 місяці,1,650,0,"Ні, не отримую",
28/12/2020 10:14,"Так, працюю part-time",Київ,Віддалено,Чоловік,20,Ще студент,ДУТ,Intermediate,HTML Coder,,,,,,,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 10 спеціалістів,Пів року,Пів року,1,300,0,"Ні, не отримую",
07/12/2020 15:28,"Так, працюю full-time",Дніпро,"Частково віддалено, частково в офісі",Жінка,22,Вища,ДНУ ім. Гончара,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,Java,"Java, JavaScript, TypeScript",Angular/Angular.js,"Web, Microcontrollers/Embedded/IoT",,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 50,Пів року,Пів року,1,650,150,"Ні, не отримую",650
