Timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід у $$$ за місяць, лише ставка 
ЧИСТИМИ - після сплати податків",Оберіть вашу основну посаду,Ваш тайтл на цій посаді,Вкажіть вашу спеціалізацію - Game Design,Вкажіть вашу спеціалізацію - Sound,Вкажіть вашу спеціалізацію - QA,Оберіть вашу посаду - Design,GameDev розробники - оберіть вашу спеціалізацію,Ваша посада - Marketing,Оберіть вашу посаду - HR,Ваша посада - PM,Ваша посада - Analyst,Ваша посада - DS,Ваша посада - DevOps,Ваша посада - Top management,Ваша спеціалізація - Support,Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?,Основна мова програмування,Вкажіть вашу основну спеціалізацію,"В якій сфері проєкт, в якому ви зараз працюєте?","Основний напрям роботи компанії, в якій працюєте",Кількість спеціалістів у вашій компанії (в Україні/з України),Загальний стаж роботи за нинішньою ІТ-спеціальністю,Яка у вас освіта?,Знання англійської мови,Де ви зараз живете? ,В якій області ви зараз живете?,Ваша стать,Ваш вік
1/7/2024 11:15:25,Працюю full-time в ІТ-компанії чи ІТ-відділі,2820,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,Java,Back-end  розробка,Fintech / Banking / Capital Management,Аутсорсингова,до 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,21
1/7/2024 11:41:11,Працюю full-time в ІТ-компанії чи ІТ-відділі,800,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,PHP,Back-end  розробка,"E-commerce, Інша",Аутсорсингова,до 50,1.5,Середня,Pre-Intermediate,В Україні,Івано-Франківськ чи область,Чоловік,24
1/7/2024 11:44:43,Працюю full-time в ІТ-компанії чи ІТ-відділі,6400,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Middle,,,,,,,,Engineering Manager,,,,,,"Так, використовую",JavaScript,Front-end  розробка,Machine Learning,Продуктова,до 200,1.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Жінка,35
1/7/2024 11:59:48,Працюю full-time в ІТ-компанії чи ІТ-відділі,2335,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,PHP,Back-end  розробка,"Blockchain, Edtech / Education",Аутсорсингова,до 200,3,Середня спеціальна,Intermediate,В Україні,Київ чи область,Чоловік,35
1/7/2024 12:09:20,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",800,HTML Coder,Junior,,,,,,,,,,,,,,"Так, використовую",PHP,Front-end  розробка,Blockchain,Аутсорсингова,Лише я / фріланс,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Київ чи область,Чоловік,22
1/7/2024 12:23:06,Працюю full-time в ІТ-компанії чи ІТ-відділі,4800,Software Engineer / Programmer,Team Lead,,,,,,,,,,,,,,,Salesforce Apex,Back-end  розробка,Retail,Аутсорсингова,до 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,36
1/7/2024 12:28:28,Працюю full-time в ІТ-компанії чи ІТ-відділі,1500,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,Automation QA,,,,,,,,,,,"Так, використовую",Groovy,QA,Media,Аутсорсингова,понад 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,22
1/7/2024 12:34:04,Працюю full-time в ІТ-компанії чи ІТ-відділі,700,"Support (Customer, Technical, Community)",Junior,,,,,,,,,,,,,Customer Support,"Ні, не використовую",,,"GameDev, Media, Public services / Government",Аутсорсингова,до 1000,0.25,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Київ чи область,Чоловік,28
1/7/2024 12:35:57,Працюю full-time в ІТ-компанії чи ІТ-відділі,3150,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,"Fintech / Banking / Capital Management, Security",Аутстафінгова,до 50,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,25
1/7/2024 12:59:38,Працюю full-time в ІТ-компанії чи ІТ-відділі,1600,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,"Mobile, Security",Продуктова,до 50,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Львів чи область,Чоловік,23
1/7/2024 13:21:39,Працюю full-time в ІТ-компанії чи ІТ-відділі,1000,"Support (Customer, Technical, Community)",Немає тайтлу,,,,,,,,,,,,,Customer Support,"Ні, не використовую",,,Hardware,Стартап,до 10 спеціалістів,4,Ще студент вишу,Upper-Intermediate,В Україні,Київ чи область,Чоловік,22
1/7/2024 13:23:55,Працюю full-time в ІТ-компанії чи ІТ-відділі,500,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,General QA,,,,,,,,,,,"Ні, не використовую",,,Mobile,Стартап,понад 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,30
1/7/2024 13:31:53,Працюю full-time в ІТ-компанії чи ІТ-відділі,500,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,"Legal, Real estate",Аутсорсингова,до 200,0.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Дніпро чи область,Жінка,24
1/7/2024 13:45:52,Працюю full-time в ІТ-компанії чи ІТ-відділі,3000,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Java,Back-end  розробка,Fintech / Banking / Capital Management,Стартап,до 50,6,Середня,Pre-Intermediate,В Україні,Ужгород чи Закарпатська область,Чоловік,25
1/7/2024 13:52:14,Працюю full-time в ІТ-компанії чи ІТ-відділі,850,"Support (Customer, Technical, Community)",Senior,,,,,,,,,,,,,Customer Support,"Ні, не використовую",,,Інша,Аутстафінгова,до 200,1.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Суми чи область,Жінка,25
1/7/2024 13:59:48,Працюю full-time в ІТ-компанії чи ІТ-відділі,4500,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Java,Back-end  розробка,Gambling,Продуктова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,22
1/7/2024 14:14:37,Працюю full-time в ІТ-компанії чи ІТ-відділі,3100,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,PHP,Full Stack розробка,Інша,Аутстафінгова,до 50,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,"За кордоном, але планую повернутися",,Жінка,39
1/7/2024 14:40:47,Працюю full-time в ІТ-компанії чи ІТ-відділі,690,"Designer / Artist (Graphic, Video, UX/UI)",Junior,,,,UI/UX Researcher,,,,,,,,,,,,,"E-commerce, Fintech / Banking / Capital Management",Аутсорсингова,до 50,1,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Жінка,25
1/7/2024 14:42:18,Працюю full-time в ІТ-компанії чи ІТ-відділі,2000,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,Gambling,Продуктова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,"За кордоном, але планую повернутися",,Жінка,29
1/7/2024 15:03:20,Працюю full-time в ІТ-компанії чи ІТ-відділі,1200,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,TypeScript,Full Stack розробка,Real estate,Аутсорсингова,до 10 спеціалістів,1.5,Ще студент вишу,Intermediate,В Україні,Львів чи область,Чоловік,21
1/7/2024 15:10:58,Працюю full-time в ІТ-компанії чи ІТ-відділі,2575,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,Java,Back-end  розробка,"Fintech / Banking / Capital Management, Telecom",Аутстафінгова,до 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,"За кордоном, але планую повернутися",,Чоловік,21
1/7/2024 15:21:30,Працюю full-time в ІТ-компанії чи ІТ-відділі,3700,"Analyst (Business, Data, System etc)",Senior,,,,,,,,,Product Analyst,,,,,"Так, використовую",SQL,"Робота з даними, аналіз даних","Data Science, GameDev",Продуктова,до 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,"За кордоном, але планую повернутися",,Жінка,23
1/7/2024 15:31:20,Працюю full-time в ІТ-компанії чи ІТ-відділі,3284,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Kotlin,Mobile  розробка,Fintech / Banking / Capital Management,Продуктова,до 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Львів чи область,Чоловік,32
1/7/2024 15:43:27,Працюю full-time в ІТ-компанії чи ІТ-відділі,6000,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Senior,,,,,,,,Product Owner,,,,,,"Ні, не використовую",,,"Fintech / Banking / Capital Management, Mobile",Аутсорсингова,понад 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Жінка,40
1/7/2024 15:56:10,Працюю full-time в ІТ-компанії чи ІТ-відділі,1510,"Analyst (Business, Data, System etc)",Middle,,,,,,,,,Business Analyst,,,,,"Так, використовую",SQL,"Робота з даними, аналіз даних",E-commerce,Продуктова,до 1000,2,Ще студент вишу,Upper-Intermediate,В Україні,Одеса чи область,Жінка,25
1/7/2024 16:10:23,Працюю full-time в ІТ-компанії чи ІТ-відділі,1300,HR/Recruiter/Learning and Development,Middle,,,,,,,People partner / Happiness manager,,,,,,,,,,Інша,Продуктова,до 1000,1.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,28
1/7/2024 16:14:03,Працюю full-time в ІТ-компанії чи ІТ-відділі,3800,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Rust,Back-end  розробка,Medtech / Healthcare,Продуктова,до 200,9,Незакінчена вища,Intermediate,В Україні,Київ чи область,Чоловік,29
