timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід в IT у $$$ за місяць, лише ставка ЧИСТИМИ - після сплати податків",Оберіть ваш тайтл або роль у компанії,Categories,Position,Розробники -  основна спеціалізація,programming_language,"Основний напрям роботи компанії, в якій працюєте",Загальний стаж роботи за нинішньою ІТ-спеціальністю,english_level,Де ви зараз живете?,В якій області ви зараз живете?,male
17/12/2024 18:59,Працюю full-time,950.0,Junior,Finance /Accounting /Internal Audit,Finance Manager / Financial Manager / Financial controller,,,Сервісна (аутсорсингова),1.0,5,В Україні,Хмельницький чи область,0
17/12/2024 19:01,Працюю full-time,1900.0,Middle,QA,Manual QA,,,Продуктова,7.0,5,В Україні,Одеса чи область,0
17/12/2024 19:02,Працюю full-time,4850.0,Tech Lead,DS,Data Scientist,,Python,Сервісна (аутсорсингова),2.0,6,"За кордоном, але планую повернутися",,0
17/12/2024 19:04,Втратив(-ла) роботу і шукаю нову,3400.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,PHP,Сервісна (аутсорсингова),5.0,3,В Україні,Черкаси чи область,0
17/12/2024 19:04,"Працював(-ла) в IT, нині на військовій службі",4200.0,Senior,Analyst,Data Analyst,,SQL,Продуктова,4.0,5,В Україні,Київ чи область,0
17/12/2024 19:04,Працюю full-time,1000.0,Middle,HR,Recruiter / Recruitment Specialist / Technical Recruiter,,,Аутстафінгова,3.0,3,В Україні,Житомир чи область,0
17/12/2024 19:08,Працюю full-time,4000.0,Senior,Sales,Business Development Manager,,,Продуктова,8.0,5,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 19:08,Працюю full-time,1550.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),4.0,3,В Україні,Київ чи область,0
17/12/2024 19:12,Працюю full-time,2100.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Сервісна (аутсорсингова),3.0,4,В Україні,Одеса чи область,0
17/12/2024 19:19,Працюю full-time,900.0,Junior,Analyst,Data Analyst,,Python,Продуктова,1.0,5,В Україні,Київ чи область,0
17/12/2024 19:30,Працюю full-time,630.0,Junior,SE,Software Engineer / Software Developer,,C# / .NET,Стартап,2.0,4,В Україні,Одеса чи область,0
17/12/2024 19:33,Втратив(-ла) роботу і шукаю нову,2800.0,Senior,HR,HR Business Partner,,,Продуктова,10.0,5,В Україні,Київ чи область,0
17/12/2024 19:34,Працюю full-time,1540.0,Lead/Team Lead,Marketing,Product Marketing Manager,,,Продуктова,5.0,4,В Україні,Київ чи область,0
17/12/2024 19:35,Працюю full-time,1300.0,Middle,HR,HR Manager / HR specialist,,,Продуктова,5.0,4,В Україні,Київ чи область,0
17/12/2024 19:36,Працюю full-time,6000.0,Head,Support,Head of Customer Support,,,Продуктова,8.0,6,"За кордоном, але планую повернутися",,0
17/12/2024 19:41,Працюю full-time,1200.0,Middle,Analyst,BA (Business Analyst),,SQL,Продуктова,2.0,5,В Україні,Київ чи область,0
17/12/2024 19:44,Працюю full-time,1000.0,Middle,HR,Recruiter / Recruitment Specialist / Technical Recruiter,,,Сервісна (аутсорсингова),2.0,3,В Україні,Київ чи область,0
17/12/2024 19:47,Працюю full-time,360.0,Intern/Trainee,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Сервісна (аутсорсингова),0.1,3,В Україні,Житомир чи область,0
17/12/2024 19:47,Працюю full-time,1530.0,Middle,"UI/UX, Product Design",UI/UX Designer,,,Аутстафінгова,4.0,5,"За кордоном, не планую повертатися",,0
17/12/2024 19:49,Працюю full-time,2040.0,Senior,Analyst,Financial Analyst,,,Сервісна (аутсорсингова),6.0,5,В Україні,Київ чи область,0
17/12/2024 19:53,Працюю full-time,5000.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Аутстафінгова,11.0,6,"За кордоном, не планую повертатися",,0
17/12/2024 19:53,Працюю full-time,4248.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Аутстафінгова,4.0,4,В Україні,Львів чи область,0
17/12/2024 19:56,Працюю full-time,5000.0,Немає тайтлу,Product Mgmt,Product Owner (у продакт менеджменті),,PHP,Продуктова,1.0,5,В Україні,Київ чи область,0
17/12/2024 19:56,Працюю part-time,1000.0,Немає тайтлу,Marketing,Marketing Manager,,,Стартап,2.0,3,В Україні,Київ чи область,0
17/12/2024 20:01,Працюю full-time,5500.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,9.0,5,В Україні,Львів чи область,0
17/12/2024 20:02,Працюю full-time,3000.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,Dart,Продуктова,4.0,6,В Україні,Київ чи область,0
17/12/2024 20:08,Працюю full-time,2200.0,Middle,QA,Manual QA,,,Продуктова,3.0,5,В Україні,Київ чи область,0
17/12/2024 20:13,Працюю full-time,6370.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Full Stack розробка,Java,Аутстафінгова,7.0,5,В Україні,Київ чи область,0
17/12/2024 20:15,Працюю full-time,3600.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Аутстафінгова,10.0,4,В Україні,Харків чи область,0
17/12/2024 20:20,Працюю full-time,4000.0,Middle,Analyst,BA (Business Analyst),,,Продуктова,3.0,6,"За кордоном, не планую повертатися",,0
17/12/2024 20:20,Втратив(-ла) роботу і шукаю нову,1585.0,Middle,Analyst,Product Analyst,,SQL,Продуктова,1.0,4,В Україні,Київ чи область,0
17/12/2024 20:28,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",2600.0,Middle,Project Mgmt,Project Manager,,,Сервісна (аутсорсингова),3.0,6,В Україні,Львів чи область,0
17/12/2024 20:36,Працюю full-time,1250.0,Немає тайтлу,Support,Technical Support,,,Продуктова,3.0,4,В Україні,Полтава чи область,0
17/12/2024 20:45,Працюю full-time,3000.0,Middle,Analyst,Product Analyst,,SQL,Продуктова,3.0,6,В Україні,Київ чи область,0
17/12/2024 20:47,Працюю full-time,200.0,Middle,QA,Manual QA,,,Сервісна (аутсорсингова),5.0,5,В Україні,Львів чи область,0
17/12/2024 20:52,Втратив(-ла) роботу і шукаю нову,800.0,Junior,Design,Graphic Designer,,,Фриланс,2.0,5,В Україні,Черкаси чи область,0
17/12/2024 20:53,Працюю full-time,8000.0,Architect,DevOps,Cloud Architect,,Python,Сервісна (аутсорсингова),2.0,6,"За кордоном, не планую повертатися",,0
17/12/2024 20:54,Працюю full-time,6000.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Аутстафінгова,10.0,6,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 20:55,Працюю full-time,3500.0,Senior,,Other,,,Сервісна (аутсорсингова),9.0,6,В Україні,Київ чи область,0
17/12/2024 20:55,Працюю full-time,5700.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,12.0,5,В Україні,Львів чи область,0
17/12/2024 20:57,Працюю full-time,1920.0,Немає тайтлу,DS,ML Engineer,,Python,Сервісна (аутсорсингова),4.0,4,В Україні,Вінниця чи область,0
17/12/2024 20:59,Працюю full-time,700.0,Middle,Sales,Account Manager / Account Executive,,,Сервісна (аутсорсингова),0.5,3,В Україні,Запоріжжя чи область,0
17/12/2024 21:04,Зараз в неоплачуваній відпустці / бенчі,4250.0,Senior,Other Mgmt,Producer,,,Сервісна (аутсорсингова),7.0,6,В Україні,Київ чи область,0
17/12/2024 21:06,Працюю full-time,9000.0,Senior,Product Mgmt,Product Manager,,,Продуктова,8.0,6,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 21:07,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",250.0,Немає тайтлу,Office manager / Admin / Assistant,Office Manager / Office Administrator / Office Coordinator,,,Сервісна (аутсорсингова),4.0,5,"За кордоном, не планую повертатися",,0
17/12/2024 21:10,Працюю full-time,1350.0,Junior,Marketing,User Acquisition Manager,,,Продуктова,1.0,5,В Україні,Київ чи область,0
17/12/2024 21:10,Працюю full-time,5500.0,Head,Other Mgmt,Program Manager,,,Сервісна (аутсорсингова),4.0,5,"За кордоном, не планую повертатися",,0
17/12/2024 21:15,Працюю full-time,1250.0,Немає тайтлу,Project Mgmt,Project Manager,,,Продуктова,2.0,5,В Україні,Київ чи область,0
17/12/2024 21:15,Працюю full-time,6500.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Продуктова,10.0,5,"За кордоном, важко сказати, чи повернуся",,0
17/12/2024 21:18,Працюю full-time,600.0,Middle,Marketing,SEO Specialist,,,Продуктова,3.0,5,В Україні,Львів чи область,0
17/12/2024 21:24,Працюю full-time,5000.0,Tech Lead,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Сервісна (аутсорсингова),5.0,5,В Україні,Харків чи область,0
17/12/2024 21:32,Працюю full-time,1800.0,Middle,Marketing,Marketing Project Manager / Marketing operations manager,,,Продуктова,3.0,4,В Україні,Київ чи область,0
17/12/2024 21:33,Працюю full-time,713.0,Junior,Analyst,Data Analyst,,Python,Стартап,0.25,5,В Україні,Київ чи область,0
17/12/2024 21:34,Працюю full-time,2000.0,Немає тайтлу,Office manager / Admin / Assistant,Executive Assistant,,,Стартап,3.0,4,В Україні,Київ чи область,0
17/12/2024 21:39,Втратив(-ла) роботу і шукаю нову,3700.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,Продуктова,6.0,4,В Україні,Київ чи область,0
